id,order_id,platform,price,duration,purchase_date,status,type,user_id,renewal_from_id,gift_code_id,subscription_id,motif
1273,faa0ea89-d179-4b3d-9f49-4a9e6791f75b,Apple TV,3000,1 mois,2026-05-31 18:41:24.113986+00,completed,mutual,255,,,633,subscription
1272,2b9e541e-4c39-42c6-8f77-fcd2b5b0d59d,Netflix,2500,1 mois,2026-05-31 18:40:49.752052+00,completed,mutual,745,,,634,subscription
1284,cd520a4b-3461-4713-92ec-ef5533c66f00,Crunchyroll,1500,1 mois,2026-06-01 20:15:18.854487+00,completed,mutual,876,,,637,subscription
1278,7146d770-7f76-4f7f-af67-346883d099c0,Hbo Max,2500,1 mois,2026-05-28 21:26:00+00,completed,mutual,533,228,,228,renewal
1286,cf3955f6-bd4d-4f42-8f3a-eb385ec9fcdb,Netflix,2500,1 mois,2026-06-01 19:39:15.606307+00,completed,mutual,990,506,,506,renewal
1275,015d3005-7f07-41fa-8c7f-abe79194af79,Netflix,2500,1 mois,2026-05-31 20:46:21.500833+00,completed,mutual,3,,,636,subscription
1279,16981049-b0c3-4151-8e74-ec5d779d51be,Spotify,2000,1 mois,2026-05-27 23:50:00+00,completed,mutual,864,216,,216,renewal
1295,2b6cdd96-2446-4353-9180-65b01e0e6820,Netflix,2500,1 mois,2026-06-02 19:37:54.813203+00,completed,mutual,1037,,,643,subscription
1281,57796cac-b51d-43ee-822f-696824a8bfcb,Surfshark,1500,1 mois,2026-05-30 22:59:22.001075+00,completed,mutual,957,486,,486,renewal
1280,7cc5dc8b-ec88-457e-b3f3-187a401b0c00,Hbo Max,2500,1 mois,2026-05-30 22:59:24.860549+00,completed,mutual,957,487,,487,renewal
1320,a29d5c58-3694-44f8-a37f-f79c296fefd0,Netflix,2500,1 mois,2026-06-03 20:58:17.992928+00,completed,mutual,349,,,,subscription
1287,01d206c1-f2c8-45e4-9a7f-d50b0b346506,Netflix,2500,1 mois,2026-06-01 21:28:45.990956+00,completed,mutual,703,,,638,subscription
402,825c3b26-c3c9-4ce4-9de3-e46aa7637783,Netflix,2500,1 mois,2026-03-31 17:08:29.309878+00,completed,mutual,703,,,,subscription
1309,13a2e775-78e5-4b3d-8dce-be48f7ee3f5a,Netflix,2500,1 mois,2026-05-31 10:25:48.443201+00,completed,mutual,429,488,,488,renewal
1288,32dd6e59-3411-4d96-b9de-24dbc321c828,Netflix,2500,1 mois,2026-06-02 07:45:54.974598+00,completed,mutual,120,,,639,subscription
1296,1e8788dc-6ec0-4d11-ba68-cf3867faffd8,Netflix,31000,3 mois,2026-06-02 17:10:56.465452+00,completed,personal,993,513,,513,renewal
1290,69fa4359-7f0a-48eb-9b8d-dcdff040368b,Netflix,2500,1 mois,2026-06-02 08:57:26.564425+00,completed,mutual,980,,,640,subscription
1299,a3c34efc-abaa-4847-940b-096039e94074,Prime Video,2000,1 mois,2026-06-10 06:36:06.632707+00,completed,mutual,989,508,,508,extension
1289,4b2a6111-55c5-4c32-99f6-3f0dd9ec6b5f,Netflix,2500,1 mois,2026-06-02 08:57:24.790495+00,completed,mutual,418,,,641,subscription
536,5c149834-a548-474c-8d54-5da6478d12c8,Netflix,2500,1 mois,2026-04-08 13:20:59.370393+00,completed,mutual,469,,,,subscription
1321,453514d4-5cd9-4056-862a-9ed9e9b0b747,Prime Video,2000,1 mois,2026-06-03 20:58:41.277986+00,completed,mutual,349,,,,subscription
1310,5a91e59d-8bb2-4938-8d28-188fddc97a55,Hbo Max,2500,1 mois,2026-05-31 10:25:57.740472+00,completed,mutual,429,489,,489,renewal
1316,e0558af6-2295-4a39-ada7-032760180cfc,Surfshark,1500,1 mois,2026-05-31 10:26:05.352959+00,completed,mutual,429,491,,491,renewal
1305,1a2ba3c2-defc-4664-9221-7456922f6422,Disney Plus,2500,1 mois,2026-06-08 18:13:43.558312+00,completed,mutual,859,341,,341,extension
1307,b3a39572-ade6-44f1-9780-07ab1dcd2921,Surfshark,1500,1 mois,2026-06-09 10:20:52.739871+00,completed,mutual,859,346,,346,extension
1318,64213739-a796-4af0-8dae-11a38299e86c,Disney Plus,2500,1 mois,2026-05-27 21:27:18.172544+00,completed,mutual,861,187,,187,renewal
1311,0770e878-4ced-4a01-973a-9e6a318d6122,Surfshark,1500,1 mois,2026-06-03 14:04:35.164436+00,completed,mutual,607,,,644,subscription
1325,a82b6718-3fad-4890-8a06-5e43fac0e405,Netflix,2500,1 mois,2026-06-04 07:06:19.306147+00,completed,mutual,876,,,649,subscription
1312,055b5bd5-857a-4c69-96cb-ac867ee50304,Prime Video,2000,1 mois,2026-05-31 10:26:04.815347+00,completed,mutual,429,490,,490,renewal
1327,bf7b2318-4f8c-42b8-a563-b79514620970,Netflix,2500,1 mois,2026-06-04 08:14:50.777621+00,completed,mutual,327,,,650,subscription
1313,79cee90e-7b7e-42e5-9f0a-2ef31acf18f7,Disney Plus,2500,1 mois,2026-06-03 14:08:54.263792+00,completed,mutual,607,,,645,subscription
1319,12dd6bf5-f904-46c9-83ad-bc25f57d4e79,Spotify,5500,3 mois,2026-06-03 15:44:54.376909+00,completed,mutual,397,,,646,subscription
1328,8483a956-4499-4fe7-ba44-c3b77eeb84df,Spotify,2000,1 mois,2026-05-30 23:13:00+00,completed,mutual,85,252,,252,renewal
267,a51a75cb-4ff3-4f69-b261-67be753bbef3,Netflix,2500,1 mois,2026-03-26 10:05:18.438981+00,completed,mutual,327,,,,subscription
1326,50223e45-c8b4-4f5d-b549-3706a64e8350,Prime Video,2000,1 mois,2026-06-01 20:49:14.033966+00,completed,mutual,876,250,,250,renewal
1329,0d904830-58e2-4292-bc01-b7891ae9e984,Netflix,2500,1 mois,2026-06-04 12:49:11.574939+00,completed,mutual,85,,,,subscription
1330,2849f746-4055-4752-a84d-2788f4952427,Prime Video,2000,1 mois,2026-06-05 19:57:03.622965+00,completed,mutual,999,522,,522,extension
1331,3bee3837-8d4a-458c-b211-28c1c2eddf11,Netflix,2500,1 mois,2026-06-04 11:15:15.25034+00,completed,mutual,914,518,,518,renewal
1333,61c9d0d3-7892-4b01-8204-03b301bbfda6,Crunchyroll,12000,1 an,2026-06-04 16:11:26.345649+00,completed,mutual,301,,,652,subscription
1334,a9b7f6e7-d199-4db2-90c4-e80ab7231dd7,Apple Music,2000,1 mois,2026-06-04 16:55:58.155436+00,completed,mutual,676,,,,subscription
2127,73484dcb-bac3-4884-9635-da24ce3b89a2,Netflix,2500,1 mois,2026-07-13 20:39:00.717524+00,completed,mutual,1285,,,,subscription
1369,9211822a-c322-4cdb-8062-99c97bdeb303,Prime Video,2000,1 mois,2026-06-01 22:56:16.193282+00,completed,mutual,881,509,,509,renewal
1381,96e6749b-93e4-4fc0-9b33-6838fcc79c06,Hbo Max,2500,1 mois,2026-06-08 17:27:10.615523+00,completed,mutual,475,338,,338,renewal
1335,7dfef6e7-928a-47b5-a01c-9538ec722ac4,Netflix,2500,1 mois,2026-06-24 18:11:33.804368+00,completed,mutual,521,568,,568,extension
1356,7a343c5f-26d2-467b-ab1a-aac915535ac9,Netflix,2500,1 mois,2026-06-06 15:55:48.483727+00,completed,mutual,569,,,658,subscription
1599,f872a159-604d-4953-8203-21d9df70722b,Surfshark,1500,1 mois,2026-06-20 21:12:48.690462+00,completed,mutual,964,443,,443,extension
1387,51cde290-45fc-449c-8cd9-4afeff5cf035,Netflix,2500,1 mois,2026-06-09 07:34:52.808977+00,completed,mutual,875,,,668,subscription
1392,511def11-15e7-4a3a-82a9-fac2f63d3337,Surfshark,1500,1 mois,2026-06-01 23:27:00+00,completed,mutual,478,274,,274,renewal
1337,7f8f5283-39b6-4d49-9468-6e2b5433b0d4,Prime Video,2000,1 mois,2026-06-05 17:40:34.581288+00,completed,mutual,77,,,654,subscription
1595,c66da1e1-c745-4c66-ab35-5a87a38af5b7,Prime Video,2000,1 mois,2026-06-12 15:22:50.873095+00,completed,mutual,691,379,,379,renewal
1605,6b6401d7-218e-44a4-b69b-ff02dc58a519,Netflix,7000,3 mois,2026-06-20 12:34:28.997224+00,completed,mutual,1113,,,757,subscription
1395,d0977dfc-83df-4d52-bf53-585723921659,Netflix,2500,1 mois,2026-06-09 23:01:00+00,completed,mutual,12,340,,340,extension
1609,aac365a6-7871-4657-b006-180a9e5f673c,Apple TV,3000,1 mois,2026-06-20 12:56:44.122001+00,completed,mutual,1114,,,764,subscription
1370,0cb60c47-9988-4d3f-8223-f45089d2c162,Netflix,2500,1 mois,2026-06-07 20:58:29.924159+00,completed,mutual,1045,,,661,subscription
1874,bea04846-f1fe-493d-a540-bc12b97c5d8f,Netflix,2500,1 mois,2026-07-03 05:08:24.35982+00,failed,mutual,386,,,,subscription
1341,069089c0-0f9a-4354-8d99-38524c503b0e,Prime Video,2000,1 mois,2026-06-05 20:30:35.395251+00,completed,mutual,1039,,,655,subscription
1403,1f198bd4-0086-4e39-aed9-b00c33a324bf,Hbo Max,2500,1 mois,2026-06-07 23:58:00+00,completed,mutual,85,109,,109,renewal
1360,be168bc2-f968-445b-acc8-0396b89f7992,Apple Music,2000,1 mois,2026-06-04 20:37:19.190771+00,completed,mutual,525,520,,520,renewal
1404,d7bd3817-9928-4cd3-ac38-6446d8eba9dc,Surfshark,1500,1 mois,2026-06-07 23:57:00+00,completed,mutual,85,110,,110,renewal
1344,44782291-dbd1-4643-b7e9-3c91fa803eda,Netflix,2500,1 mois,2026-06-06 17:10:16.457461+00,completed,mutual,17,317,,317,extension
1616,ce467553-97b5-4cba-b26f-ff0d995778a9,Netflix,2500,1 mois,2026-06-21 11:45:28.688653+00,completed,mutual,1121,,,768,subscription
1361,e57228fd-ebec-4f56-8220-87370df7fd47,Netflix,2500,1 mois,2026-06-13 19:44:55.293321+00,completed,mutual,615,519,,519,extension
1406,977c999d-5fc7-4f4a-9f97-ee41971cdbd7,Prime Video,2000,1 mois,2026-06-07 23:58:00+00,completed,mutual,85,108,,108,renewal
1407,6a8efcee-279b-4b17-b938-903c11552619,Prime Video,2000,1 mois,2026-06-09 09:37:31.294198+00,completed,mutual,987,504,,504,renewal
1346,cc518a20-39dd-4194-8f86-12914ef7c4da,Spotify,2000,1 mois,2026-06-05 19:44:36.644451+00,completed,mutual,671,307,,307,renewal
1413,edab0bac-f0f7-4008-873c-86fc009750af,Prime Video,5000,1 mois,2026-06-08 23:21:00+00,completed,personal,467,357,,357,renewal
1352,50c4a540-51e6-4c89-beb1-8edec9deb022,Netflix,2500,1 mois,2026-06-04 23:52:00+00,completed,mutual,912,343,,343,renewal
1415,88df0dff-b6cd-4c77-9d05-4779c921838e,Surfshark,1500,1 mois,2026-06-10 04:46:45.486844+00,completed,mutual,1031,,,673,subscription
1351,241df196-1cb1-48a1-8bd6-2f6b1b71a4da,Crunchyroll,4000,3 mois,2026-06-06 11:35:38.000218+00,completed,mutual,89,,,656,subscription
1414,6b6cbfd0-5418-465d-8e95-ff087a00218c,Disney Plus,2500,1 mois,2026-06-08 23:10:00+00,completed,mutual,773,300,,300,renewal
1424,7ffdd06a-99b4-474f-9627-a012d6af4111,Netflix,2500,1 mois,2026-06-10 22:38:24.662009+00,completed,mutual,1056,,,,subscription
1416,02340c96-5288-4c85-b9aa-827fe47783cb,Netflix,2500,1 mois,2026-06-09 18:38:11.380132+00,completed,mutual,1004,537,,537,renewal
1363,be9e5b25-1396-4521-8040-89ac68aa4469,Netflix,2500,1 mois,2026-06-05 17:27:27.327603+00,completed,mutual,350,305,,305,renewal
1372,778cee39-5b36-401e-a464-bae87344ea22,Netflix,5500,1 mois,2026-06-06 23:10:00+00,completed,personal,982,474,,474,renewal
1362,e0c3e9e5-e939-43e2-9896-7834158f4dff,Spotify,2000,1 mois,2026-06-05 23:34:00+00,completed,mutual,19,657,,657,renewal
1418,1e9bcda7-26c2-449e-8cb2-6bdc75d281d5,Crunchyroll,1500,1 mois,2026-06-10 11:23:37.962821+00,completed,mutual,842,,,674,subscription
1364,7ab6cbae-f0b9-435d-92a1-5fe95459b168,Prime Video,2000,1 mois,2026-06-09 23:41:00+00,completed,mutual,19,355,,355,extension
1365,2666f585-49a4-4fd6-b9bd-70a1cc9b815d,Apple Music,2000,1 mois,2026-06-07 09:53:05.331196+00,completed,mutual,913,,,,subscription
977,d0e7bb78-d21b-46c8-8cb0-52610cf0fc85,Prime Video,2000,1 mois,2026-05-07 22:46:11.415926+00,completed,mutual,618,,,526,subscription
1366,72d2a43f-0be4-40ea-ac9b-fde1ad24056d,Netflix,2500,1 mois,2026-06-07 10:34:10.836199+00,completed,mutual,411,,,660,subscription
1422,df31c8ae-2726-4f7a-b3c7-066fc82ae335,Netflix,2500,1 mois,2026-06-10 19:55:01.597848+00,completed,mutual,1055,,,675,subscription
1423,3b7dcd8b-1cf8-42a9-87c9-7be9a569f07b,Netflix,2500,1 mois,2026-06-10 20:07:38.549637+00,completed,mutual,1054,,,676,subscription
1425,17eb21ab-7947-4e50-aeb0-943a886bdc97,Netflix,2500,1 mois,2026-06-11 00:33:30.893473+00,completed,mutual,1058,,,678,subscription
1371,2477c063-fccd-45c1-bbc7-d7099da867c0,Spotify,2000,1 mois,2026-06-06 14:51:00+00,completed,mutual,840,323,,323,renewal
1368,635aa534-fda4-4a20-b1a3-dd252247d714,Spotify,2000,1 mois,2026-06-06 14:51:00+00,completed,mutual,840,323,,323,renewal
1373,4b8d535f-e6b7-4a06-a717-af7e08095055,Prime Video,2000,1 mois,2026-06-01 15:24:34.498889+00,completed,mutual,715,503,,503,renewal
1374,ad48d83b-78c8-42aa-acfb-bae2433b8611,Netflix,2500,1 mois,2026-06-15 12:28:32.985622+00,completed,mutual,34,287,,287,extension
1375,614f8788-78a2-4a57-9660-720083368c8d,Netflix,2500,1 mois,2026-06-08 12:58:22.880124+00,completed,mutual,737,,,662,subscription
1434,dd886267-0889-4fe4-a594-07beabd07c00,Netflix,2500,1 mois,2026-06-11 13:03:19.798344+00,completed,mutual,1062,,,,subscription
1433,3884ba5b-43d2-46a0-9223-fc5aadfa6973,Netflix,2500,1 mois,2026-06-10 23:44:00+00,completed,mutual,782,378,,378,renewal
1429,17992713-2ddb-403e-8192-f82b7caa5d77,Surfshark,1500,1 mois,2026-06-08 23:10:00+00,completed,mutual,773,299,,299,renewal
1435,7f2a6158-da20-4601-8c82-f708f1dc3be5,Spotify,2000,1 mois,2026-06-11 16:55:58.059468+00,completed,mutual,1063,,,681,subscription
1427,ec92d42b-784c-48b9-a037-5b0b861852ec,Netflix,2500,1 mois,2026-06-11 00:56:07.197124+00,completed,mutual,1057,,,680,subscription
1596,5588fa44-b35a-47e4-bf55-3ac6fa6308ef,Apple Music,2000,1 mois,2026-06-26 12:26:31.187525+00,completed,mutual,967,605,,605,extension
1606,64510f8b-3962-4503-9b3b-2617e666bfa7,Disney Plus,2500,1 mois,2026-06-20 12:54:43.013162+00,completed,mutual,1114,,,763,subscription
1612,cde57a43-9c7e-4965-8e51-2c566813fa67,Crunchyroll,1500,1 mois,2026-06-20 13:26:15.799091+00,completed,mutual,683,,,758,subscription
2156,320bb41e-53c2-47b9-a2ca-df646657e37d,Surfshark,1500,1 mois,2026-07-16 11:19:49.117591+00,completed,mutual,387,,,999,subscription
1468,4be94202-9ed4-4695-be44-3ed4b2ef1e67,Disney Plus,7000,3 mois,2026-06-13 18:42:45.017049+00,completed,mutual,184,,,694,subscription
1445,66624c86-d37d-49d2-a26e-71bf7a0102e8,Surfshark,1500,1 mois,2026-06-11 19:46:41.28759+00,completed,mutual,1065,,,682,subscription
1458,a249f67e-94a9-4783-9bb5-f19a84d74a2c,Crunchyroll,1500,1 mois,2026-05-18 23:17:00+00,completed,mutual,928,444,,444,renewal
1442,1931c473-9238-4c6a-96e1-52b826c55d9c,Disney Plus,2500,1 mois,2026-06-11 19:01:50.607202+00,completed,mutual,1065,,,683,subscription
1613,30ef4a7a-f9da-417b-9512-4b4b6da48761,Prime Video,2000,1 mois,2026-06-20 15:30:39.270641+00,completed,mutual,1116,,,765,subscription
1440,2fe3401f-b5ff-412f-91fa-4f3da4556c02,Prime Video,2000,1 mois,2026-06-18 15:00:45.76198+00,completed,mutual,925,370,,370,extension
1457,aabff95a-31f9-4f41-bb42-978c53ab124c,Crunchyroll,1500,1 mois,2026-06-12 23:22:58.882477+00,completed,mutual,1069,,,689,subscription
1620,44de1f46-049d-4d54-a6cf-23d00cbaaa02,Netflix,2500,1 mois,2026-06-18 21:56:36.341459+00,completed,mutual,814,82,,82,renewal
1446,85f93ead-4be6-4c5e-8288-4a179e8e0935,Crunchyroll,1500,1 mois,2026-06-12 09:22:46.240055+00,completed,mutual,671,,,684,subscription
1471,a5cdfbfb-475d-4574-9f09-426e357ba3a4,Surfshark,1500,1 mois,2026-06-13 23:19:00+00,completed,mutual,862,193,,193,renewal
1448,4957785b-31e9-49e5-babf-5d6263b0ce70,Apple Music,2000,1 mois,2026-06-08 21:44:31.407523+00,completed,mutual,176,344,,344,renewal
1449,5944c581-ff12-4fe8-9643-b92a4ff1d280,Netflix,4500,1 mois,2026-06-11 23:23:00+00,completed,personal,539,389,,389,renewal
1460,7295760a-9b22-46cf-a6a3-a8c29cd13b36,Crunchyroll,1500,1 mois,2026-06-13 11:28:44.073801+00,completed,mutual,1070,,,690,subscription
1450,9cddfe8c-78a0-4a9a-8c86-481a91370242,Disney Plus,2500,1 mois,2026-06-12 14:23:26.105408+00,completed,mutual,763,,,685,subscription
1470,5e0ab905-8a4b-4846-84b0-e434ff6c4ce7,Prime Video,5500,3 mois,2026-06-13 23:14:58.023348+00,completed,mutual,228,,,695,subscription
1451,ff3316df-a0d5-4fea-ab73-e6fa7f013026,Surfshark,1500,1 mois,2026-06-12 14:27:53.295194+00,completed,mutual,763,,,686,subscription
1452,af1bdea1-7569-423b-bf3e-216fc12cb46b,Netflix,5500,1 mois,2026-06-12 17:06:05.698703+00,completed,personal,926,546,,546,extension
1462,0fee9c05-9f83-400a-8a92-053ef15d921f,Netflix,2500,1 mois,2026-06-17 18:09:27.596729+00,completed,mutual,915,542,,542,extension
1453,d41fed28-4330-443a-ba5d-30e09966f8e4,Netflix,7000,3 mois,2026-06-12 18:22:44.317696+00,completed,mutual,489,,,687,subscription
1455,5e286629-9471-483f-8973-8a410f3f885b,Netflix,13000,6 mois,2026-06-12 20:23:58.839648+00,completed,mutual,1068,,,688,subscription
1463,b9547b02-148d-4071-861b-289ba77ebdcd,Netflix,2500,1 mois,2026-06-13 14:37:20.602444+00,completed,mutual,33,,,691,subscription
1484,34ef06c1-6009-4ef2-a77b-2641359f8e63,Netflix,2500,1 mois,2026-06-15 07:24:49.217726+00,completed,mutual,1071,,,702,subscription
1467,bd4bdffb-937c-4572-b552-c00772fe9e56,Crunchyroll,1500,1 mois,2026-06-13 17:30:36.392911+00,completed,mutual,770,,,692,subscription
1466,14e32bcb-f6a7-487a-b8a3-d0982c31df94,Netflix,2500,1 mois,2026-06-13 17:27:55.76824+00,completed,mutual,770,,,693,subscription
1465,a3ca0fdb-5a74-4531-86b1-22b4f77a263c,Prime Video,2000,1 mois,2026-05-17 13:38:14.401904+00,completed,mutual,770,403,,403,renewal
1472,e826a415-2c31-45e8-884c-81165a292489,Netflix,7000,3 mois,2026-06-14 13:52:13.592807+00,completed,mutual,1072,,,697,subscription
1487,11525b02-9f33-4b99-9b2d-0fb09c348b8b,Disney Plus,2500,1 mois,2026-06-15 11:28:46.104343+00,completed,mutual,108,,,700,subscription
1473,e64f15e7-dbf4-4770-88bb-5a1f2afa0a67,Surfshark,1500,1 mois,2026-06-13 11:40:59.941937+00,completed,mutual,887,549,,549,renewal
1479,beeb5847-c3c1-42cc-872e-cb172cb41c78,Spotify,2000,1 mois,2026-06-14 17:51:54.414326+00,completed,mutual,194,,,698,subscription
1474,297c2dc1-0f95-4bf1-acb5-6b28738090d9,Disney Plus,2500,1 mois,2026-06-13 11:41:01.149018+00,completed,mutual,887,550,,550,renewal
1494,2c07f536-07d7-44d5-a243-d9c970cd7544,Prime Video,2000,1 mois,2026-06-15 20:45:47.356176+00,completed,mutual,671,,,708,subscription
1478,34a07788-e609-4675-9e30-6e99ea4ac074,Surfshark,1500,1 mois,2026-06-14 14:55:41.469986+00,completed,mutual,179,,,696,subscription
1486,eef61a26-d655-44e9-ac94-96ac380d58eb,Surfshark,1500,1 mois,2026-06-15 11:26:28.686493+00,completed,mutual,108,,,701,subscription
1483,92452bd1-da03-411d-a670-23c78eaa2aa3,Prime Video,2000,1 mois,2026-06-15 03:14:30.324025+00,completed,mutual,707,,,699,subscription
1498,ac4970ce-98b3-4238-8cc1-bfd499156ae8,Netflix,2500,1 mois,2026-06-13 22:09:52.129187+00,completed,mutual,904,319,,319,renewal
1499,ba1adc04-532e-4957-ba6a-c1922e06d7a0,Prime Video,2000,1 mois,2026-06-16 11:26:11.358028+00,completed,mutual,1077,,,,subscription
1496,8561e988-c884-4319-83b1-dc5ab71a04a9,Spotify,2000,1 mois,2026-06-16 10:29:16.344084+00,completed,mutual,610,,,703,subscription
1497,b5d44f5e-a2b9-42dd-8a3e-09dc2d26838b,Netflix,2500,1 mois,2026-06-16 10:47:21.736195+00,completed,mutual,1073,,,,subscription
1491,c81b7210-8256-4843-b03b-46a6b6a876a9,Netflix,2500,1 mois,2026-06-15 18:54:48.384528+00,completed,mutual,1076,,,707,subscription
1495,9eb8d9a4-9f43-4277-b71b-3d5197fdf2c8,Netflix,2500,1 mois,2026-06-15 21:28:41.105689+00,completed,mutual,450,,,705,subscription
1500,3f222c4d-6426-42fe-87d8-c5deffc9c81f,Crunchyroll,1500,1 mois,2026-06-17 20:54:11.571743+00,completed,mutual,887,571,,571,extension
1501,ed2f9d44-443f-48ac-8bfc-7d6ff1059877,Surfshark,1500,1 mois,2026-06-16 11:40:31.622313+00,completed,mutual,887,,,709,subscription
1503,485abe01-f563-432c-a899-64393789e678,Netflix,2500,1 mois,2026-06-16 16:07:00.666149+00,completed,mutual,1078,,,,subscription
1502,d51547da-90f9-46df-a967-3a9b97f91050,Netflix,2500,1 mois,2026-06-14 13:34:22.622844+00,completed,mutual,300,556,,556,renewal
1489,657755e0-49d8-431d-999b-0bd540a462f0,Crunchyroll,1500,1 mois,2026-06-15 16:19:15.666162+00,failed,mutual,543,,9,,subscription
1505,8ad841f2-5036-4ed9-ab3d-162ab26d9310,Netflix,7000,3 mois,2026-06-22 15:49:27.211165+00,completed,mutual,726,122,,122,extension
1504,63e5afb2-96ff-4235-9598-2dd2082255cf,Spotify,36000,1 an,2026-06-16 17:07:32.996724+00,completed,personal,1080,,,711,subscription
1853,9ca10bb7-4800-4e43-9513-9aa917c72bcb,Netflix,2500,1 mois,2026-07-01 19:51:53.02112+00,completed,mutual,896,,,867,subscription
1868,f04e7a24-08cf-41ff-bfa2-2122b76c85de,Netflix,2500,1 mois,2026-07-02 08:27:08.19041+00,completed,mutual,120,639,,639,renewal
1597,1adeb35a-b062-4557-83bb-b9246572d8aa,Apple TV,3000,1 mois,2026-06-20 17:25:24.209948+00,completed,mutual,964,581,,581,extension
1508,5397f141-edfe-426e-8ed5-7d4cd63082f2,Netflix,2500,1 mois,2026-06-16 19:06:13.117272+00,completed,mutual,1081,,,712,subscription
1604,89fd88a8-cae9-4957-9695-e1336425c344,Surfshark,1500,1 mois,2026-06-20 12:32:23.248034+00,completed,mutual,1114,,,759,subscription
1529,48a8e09e-4a29-4082-9b2d-6dd6ec192364,Netflix,2500,1 mois,2026-06-16 23:20:00+00,completed,mutual,803,64,,64,renewal
1511,dea06a5c-b440-4881-850f-447a7b12c4b3,Netflix,2500,1 mois,2026-06-16 20:24:32.443366+00,completed,mutual,1082,,,713,subscription
1615,c2dfcf45-43ed-4fca-a083-73bb0c6b6d8f,Netflix,2500,1 mois,2026-06-21 11:40:43.127768+00,completed,mutual,1120,,,767,subscription
1530,cc58aa34-9244-4998-930e-e032fa148ba6,Netflix,2500,1 mois,2026-06-17 13:04:49.882067+00,completed,mutual,1085,,,,subscription
1883,e9199ff9-51be-4a6a-84d6-88e394d4beda,Prime Video,5500,3 mois,2026-07-03 15:13:13.7714+00,completed,mutual,1209,,,880,subscription
1539,67b6768a-e91c-4638-b9f2-93911ebf5a7a,Netflix,2500,1 mois,2026-06-17 18:48:55.82337+00,completed,mutual,136,,,722,subscription
1517,80e2e814-e4ec-4d7e-b026-953c3cc94b95,Spotify,2000,1 mois,2026-06-15 23:36:00+00,completed,mutual,60,625,,625,renewal
1531,68c33be4-e562-40e4-a43f-ff0e85daf2a7,Netflix,2500,1 mois,2026-06-16 14:19:38.668075+00,completed,mutual,837,564,,564,renewal
1515,8bab8ac5-22b4-40bb-94cd-9fdd3f19203a,Netflix,2500,1 mois,2026-06-17 08:56:22.472733+00,completed,mutual,827,,,714,subscription
1514,0905f42c-f1ef-4947-83c8-8bfd532ae18c,Surfshark,1500,1 mois,2026-06-17 08:37:59.283018+00,completed,mutual,827,,,715,subscription
1513,7c79017f-4a95-4a51-a64e-ea965d5894be,Netflix,2500,1 mois,2026-06-17 07:50:26.477207+00,completed,mutual,87,,,716,subscription
1540,748be2e9-1c89-44b0-9ae9-0fbe38929033,Netflix,2500,1 mois,2026-06-17 19:22:42.986625+00,completed,mutual,1089,,,723,subscription
1512,4432c1f0-b969-47fe-ad89-bb811b1ff880,Netflix,7000,3 mois,2026-06-15 17:22:55.276642+00,completed,mutual,56,27,,27,renewal
1518,b4a82200-9939-475d-a3d7-c1ee9939313e,Netflix,2500,1 mois,2026-06-17 23:46:00+00,completed,mutual,457,322,,322,extension
1535,1040a745-e682-47fc-8b36-554386360a96,Netflix,2500,1 mois,2026-06-17 15:54:28.223033+00,completed,mutual,1086,,,,subscription
1519,e7e15cb3-ff4a-452a-8fcd-dbc6731ad733,Netflix,2500,1 mois,2026-06-17 11:31:15.653683+00,completed,mutual,1084,,,717,subscription
1521,0b59c07c-9304-4680-b0ca-22121b070595,Netflix,2500,1 mois,2026-06-04 23:02:00+00,completed,mutual,143,9,,9,renewal
1523,c1570617-7b7c-4261-94b2-6f994ca923d0,Netflix,2500,1 mois,2026-06-13 23:06:00+00,completed,mutual,785,3,,3,renewal
1524,27e3d898-34da-4c5c-8ddb-27a315289979,Prime Video,2000,1 mois,2026-06-14 10:06:00+00,completed,mutual,785,4,,4,renewal
1533,e1e43186-0605-45f4-891f-1c48737adf8a,Netflix,2500,1 mois,2026-06-26 15:47:05.551045+00,completed,mutual,979,470,,470,extension
1541,ed6151b2-d6aa-49dd-9691-0b7df7b37e18,Spotify,2000,1 mois,2026-06-17 19:31:48.395321+00,completed,mutual,913,,,725,subscription
1536,0a854bf1-c7fc-4bd5-8064-cd9439dcea87,Surfshark,1500,1 mois,2026-06-17 16:08:48.947866+00,completed,mutual,1087,,,720,subscription
1534,86994778-71e4-4541-8c9b-8fce1162000d,Hbo Max,2500,1 mois,2026-06-17 15:51:05.248992+00,completed,mutual,1087,,,721,subscription
1549,eb593b48-1084-4c30-8c2c-7a7c150c69fe,Prime Video,2000,1 mois,2026-06-09 19:11:21.465787+00,completed,mutual,624,538,,538,renewal
1550,46cec83a-8c0e-428e-836f-0f5e683caa59,Netflix,2500,1 mois,2026-06-18 04:31:11.872336+00,completed,mutual,624,,,729,subscription
1544,6d03bf75-6931-49ff-b2c6-06a036680e2c,Netflix,2500,1 mois,2026-06-17 21:00:45.392158+00,completed,mutual,1090,,,726,subscription
1543,c1b08f86-6c46-4726-b138-f854fba92fe6,Netflix,2500,1 mois,2026-06-17 20:11:30.056428+00,completed,mutual,515,,,727,subscription
1545,f5fc6d2f-1f0a-4ad2-936e-0f4f2dc9832d,Netflix,7000,3 mois,2026-06-17 13:27:33.544369+00,completed,mutual,109,59,,59,renewal
